STRUCTURE,STRUCTURE_ID,freq,age,unit,sex,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
dataflow,ESTAT:YTH_EMPL_110(1.0),A,Y15-19,PC,T,SK,2015,53.1,
dataflow,ESTAT:YTH_EMPL_110(1.0),A,Y15-19,PC,T,SK,2016,45.0,
dataflow,ESTAT:YTH_EMPL_110(1.0),A,Y15-19,PC,T,SK,2017,45.4,
dataflow,ESTAT:YTH_EMPL_110(1.0),A,Y15-19,PC,T,SK,2018,36.4,
dataflow,ESTAT:YTH_EMPL_110(1.0),A,Y15-19,PC,T,SK,2019,44.5,
dataflow,ESTAT:YTH_EMPL_110(1.0),A,Y15-19,PC,T,SK,2020,44.4,
dataflow,ESTAT:YTH_EMPL_110(1.0),A,Y15-19,PC,T,SK,2021,,bu
dataflow,ESTAT:YTH_EMPL_110(1.0),A,Y15-19,PC,T,SK,2022,57.0,u
dataflow,ESTAT:YTH_EMPL_110(1.0),A,Y15-29,PC,F,AT,1999,5.6,
dataflow,ESTAT:YTH_EMPL_110(1.0),A,Y15-29,PC,F,AT,2000,5.3,
dataflow,ESTAT:YTH_EMPL_110(1.0),A,Y15-29,PC,F,AT,2001,4.8,
dataflow,ESTAT:YTH_EMPL_110(1.0),A,Y15-29,PC,F,AT,2002,5.5,
dataflow,ESTAT:YTH_EMPL_110(1.0),A,Y15-29,PC,F,AT,2003,6.1,
dataflow,ESTAT:YTH_EMPL_110(1.0),A,Y15-29,PC,F,AT,2004,9.3,b
dataflow,ESTAT:YTH_EMPL_110(1.0),A,Y15-29,PC,F,AT,2005,8.7,b
dataflow,ESTAT:YTH_EMPL_110(1.0),A,Y15-29,PC,F,AT,2006,8.1,
dataflow,ESTAT:YTH_EMPL_110(1.0),A,Y15-29,PC,F,AT,2007,8.2,b
dataflow,ESTAT:YTH_EMPL_110(1.0),A,Y15-29,PC,F,AT,2008,7.2,
dataflow,ESTAT:YTH_EMPL_110(1.0),A,Y15-29,PC,F,AT,2009,8.7,
dataflow,ESTAT:YTH_EMPL_110(1.0),A,Y15-29,PC,F,AT,2010,8.2,
dataflow,ESTAT:YTH_EMPL_110(1.0),A,Y15-29,PC,F,AT,2011,7.7,
dataflow,ESTAT:YTH_EMPL_110(1.0),A,Y15-29,PC,F,AT,2012,8.1,
dataflow,ESTAT:YTH_EMPL_110(1.0),A,Y15-29,PC,F,AT,2013,8.6,
dataflow,ESTAT:YTH_EMPL_110(1.0),A,Y15-29,PC,F,AT,2014,8.4,
dataflow,ESTAT:YTH_EMPL_110(1.0),A,Y15-29,PC,F,AT,2015,7.8,
dataflow,ESTAT:YTH_EMPL_110(1.0),A,Y15-29,PC,F,AT,2016,7.8,
dataflow,ESTAT:YTH_EMPL_110(1.0),A,Y15-29,PC,F,AT,2017,7.0,
dataflow,ESTAT:YTH_EMPL_110(1.0),A,Y15-29,PC,F,AT,2018,7.2,
dataflow,ESTAT:YTH_EMPL_110(1.0),A,Y15-29,PC,F,AT,2019,6.4,
dataflow,ESTAT:YTH_EMPL_110(1.0),A,Y15-29,PC,F,AT,2020,7.7,
dataflow,ESTAT:YTH_EMPL_110(1.0),A,Y15-29,PC,F,AT,2021,9.0,b
dataflow,ESTAT:YTH_EMPL_110(1.0),A,Y15-29,PC,F,AT,2022,7.1,
dataflow,ESTAT:YTH_EMPL_110(1.0),A,Y15-29,PC,F,BE,1999,14.1,b
dataflow,ESTAT:YTH_EMPL_110(1.0),A,Y15-29,PC,F,BE,2000,12.6,
dataflow,ESTAT:YTH_EMPL_110(1.0),A,Y15-29,PC,F,BE,2001,11.9,b
dataflow,ESTAT:YTH_EMPL_110(1.0),A,Y15-29,PC,F,BE,2002,11.5,
dataflow,ESTAT:YTH_EMPL_110(1.0),A,Y15-29,PC,F,BE,2003,13.7,
dataflow,ESTAT:YTH_EMPL_110(1.0),A,Y15-29,PC,F,BE,2004,14.0,
dataflow,ESTAT:YTH_EMPL_110(1.0),A,Y15-29,PC,F,BE,2005,15.4,b
dataflow,ESTAT:YTH_EMPL_110(1.0),A,Y15-29,PC,F,BE,2006,15.8,
dataflow,ESTAT:YTH_EMPL_110(1.0),A,Y15-29,PC,F,BE,2007,14.9,
dataflow,ESTAT:YTH_EMPL_110(1.0),A,Y15-29,PC,F,BE,2008,13.4,
dataflow,ESTAT:YTH_EMPL_110(1.0),A,Y15-29,PC,F,BE,2009,15.0,
dataflow,ESTAT:YTH_EMPL_110(1.0),A,Y15-29,PC,F,BE,2010,15.8,
dataflow,ESTAT:YTH_EMPL_110(1.0),A,Y15-29,PC,F,BE,2011,13.4,b
dataflow,ESTAT:YTH_EMPL_110(1.0),A,Y15-29,PC,F,BE,2012,14.4,
dataflow,ESTAT:YTH_EMPL_110(1.0),A,Y15-29,PC,F,BE,2013,15.7,
dataflow,ESTAT:YTH_EMPL_110(1.0),A,Y15-29,PC,F,BE,2014,14.8,
dataflow,ESTAT:YTH_EMPL_110(1.0),A,Y15-29,PC,F,BE,2015,13.9,
dataflow,ESTAT:YTH_EMPL_110(1.0),A,Y15-29,PC,F,BE,2016,13.2,
dataflow,ESTAT:YTH_EMPL_110(1.0),A,Y15-29,PC,F,BE,2017,12.7,b
dataflow,ESTAT:YTH_EMPL_110(1.0),A,Y15-29,PC,F,BE,2018,10.7,
dataflow,ESTAT:YTH_EMPL_110(1.0),A,Y15-29,PC,F,BE,2019,8.7,
dataflow,ESTAT:YTH_EMPL_110(1.0),A,Y15-29,PC,F,BE,2020,10.3,
dataflow,ESTAT:YTH_EMPL_110(1.0),A,Y15-29,PC,F,BE,2021,10.3,b
dataflow,ESTAT:YTH_EMPL_110(1.0),A,Y15-29,PC,F,BE,2022,9.9,
dataflow,ESTAT:YTH_EMPL_110(1.0),A,Y15-29,PC,F,BG,2000,23.6,
dataflow,ESTAT:YTH_EMPL_110(1.0),A,Y15-29,PC,F,BG,2001,27.6,b
dataflow,ESTAT:YTH_EMPL_110(1.0),A,Y15-29,PC,F,BG,2002,25.8,
dataflow,ESTAT:YTH_EMPL_110(1.0),A,Y15-29,PC,F,BG,2003,20.0,b
dataflow,ESTAT:YTH_EMPL_110(1.0),A,Y15-29,PC,F,BG,2004,18.2,
dataflow,ESTAT:YTH_EMPL_110(1.0),A,Y15-29,PC,F,BG,2005,15.7,b
dataflow,ESTAT:YTH_EMPL_110(1.0),A,Y15-29,PC,F,BG,2006,15.4,
dataflow,ESTAT:YTH_EMPL_110(1.0),A,Y15-29,PC,F,BG,2007,11.4,
dataflow,ESTAT:YTH_EMPL_110(1.0),A,Y15-29,PC,F,BG,2008,8.3,b
dataflow,ESTAT:YTH_EMPL_110(1.0),A,Y15-29,PC,F,BG,2009,11.0,
dataflow,ESTAT:YTH_EMPL_110(1.0),A,Y15-29,PC,F,BG,2010,14.8,b
dataflow,ESTAT:YTH_EMPL_110(1.0),A,Y15-29,PC,F,BG,2011,18.1,b
dataflow,ESTAT:YTH_EMPL_110(1.0),A,Y15-29,PC,F,BG,2012,19.1,
dataflow,ESTAT:YTH_EMPL_110(1.0),A,Y15-29,PC,F,BG,2013,21.0,
dataflow,ESTAT:YTH_EMPL_110(1.0),A,Y15-29,PC,F,BG,2014,17.3,
dataflow,ESTAT:YTH_EMPL_110(1.0),A,Y15-29,PC,F,BG,2015,13.8,
dataflow,ESTAT:YTH_EMPL_110(1.0),A,Y15-29,PC,F,BG,2016,10.8,
dataflow,ESTAT:YTH_EMPL_110(1.0),A,Y15-29,PC,F,BG,2017,9.4,
dataflow,ESTAT:YTH_EMPL_110(1.0),A,Y15-29,PC,F,BG,2018,7.0,
dataflow,ESTAT:YTH_EMPL_110(1.0),A,Y15-29,PC,F,BG,2019,6.0,
dataflow,ESTAT:YTH_EMPL_110(1.0),A,Y15-29,PC,F,BG,2020,8.3,
dataflow,ESTAT:YTH_EMPL_110(1.0),A,Y15-29,PC,F,BG,2021,9.6,b
dataflow,ESTAT:YTH_EMPL_110(1.0),A,Y15-29,PC,F,BG,2022,7.0,
dataflow,ESTAT:YTH_EMPL_110(1.0),A,Y15-29,PC,F,CY,1999,,u
dataflow,ESTAT:YTH_EMPL_110(1.0),A,Y15-29,PC,F,CY,2000,8.7,
dataflow,ESTAT:YTH_EMPL_110(1.0),A,Y15-29,PC,F,CY,2001,6.7,
dataflow,ESTAT:YTH_EMPL_110(1.0),A,Y15-29,PC,F,CY,2002,5.2,
dataflow,ESTAT:YTH_EMPL_110(1.0),A,Y15-29,PC,F,CY,2003,6.3,
dataflow,ESTAT:YTH_EMPL_110(1.0),A,Y15-29,PC,F,CY,2004,7.0,
dataflow,ESTAT:YTH_EMPL_110(1.0),A,Y15-29,PC,F,CY,2005,11.3,b
dataflow,ESTAT:YTH_EMPL_110(1.0),A,Y15-29,PC,F,CY,2006,8.3,
dataflow,ESTAT:YTH_EMPL_110(1.0),A,Y15-29,PC,F,CY,2007,7.1,
dataflow,ESTAT:YTH_EMPL_110(1.0),A,Y15-29,PC,F,CY,2008,6.4,
dataflow,ESTAT:YTH_EMPL_110(1.0),A,Y15-29,PC,F,CY,2009,9.7,b
dataflow,ESTAT:YTH_EMPL_110(1.0),A,Y15-29,PC,F,CY,2010,11.4,
dataflow,ESTAT:YTH_EMPL_110(1.0),A,Y15-29,PC,F,CY,2011,13.7,
dataflow,ESTAT:YTH_EMPL_110(1.0),A,Y15-29,PC,F,CY,2012,19.5,
dataflow,ESTAT:YTH_EMPL_110(1.0),A,Y15-29,PC,F,CY,2013,25.7,
dataflow,ESTAT:YTH_EMPL_110(1.0),A,Y15-29,PC,F,CY,2014,24.6,
dataflow,ESTAT:YTH_EMPL_110(1.0),A,Y15-29,PC,F,CY,2015,24.4,
dataflow,ESTAT:YTH_EMPL_110(1.0),A,Y15-29,PC,F,CY,2016,22.8,
dataflow,ESTAT:YTH_EMPL_110(1.0),A,Y15-29,PC,F,CY,2017,18.7,
dataflow,ESTAT:YTH_EMPL_110(1.0),A,Y15-29,PC,F,CY,2018,13.3,
dataflow,ESTAT:YTH_EMPL_110(1.0),A,Y15-29,PC,F,CY,2019,11.5,
dataflow,ESTAT:YTH_EMPL_110(1.0),A,Y15-29,PC,F,CY,2020,11.2,
dataflow,ESTAT:YTH_EMPL_110(1.0),A,Y15-29,PC,F,CY,2021,13.2,b
dataflow,ESTAT:YTH_EMPL_110(1.0),A,Y15-29,PC,F,CY,2022,14.4,
dataflow,ESTAT:YTH_EMPL_110(1.0),A,Y15-29,PC,F,CZ,1999,15.8,
dataflow,ESTAT:YTH_EMPL_110(1.0),A,Y15-29,PC,F,CZ,2000,15.1,
dataflow,ESTAT:YTH_EMPL_110(1.0),A,Y15-29,PC,F,CZ,2001,14.6,
dataflow,ESTAT:YTH_EMPL_110(1.0),A,Y15-29,PC,F,CZ,2002,13.0,
dataflow,ESTAT:YTH_EMPL_110(1.0),A,Y15-29,PC,F,CZ,2003,13.7,
dataflow,ESTAT:YTH_EMPL_110(1.0),A,Y15-29,PC,F,CZ,2004,14.4,
dataflow,ESTAT:YTH_EMPL_110(1.0),A,Y15-29,PC,F,CZ,2005,14.7,b
dataflow,ESTAT:YTH_EMPL_110(1.0),A,Y15-29,PC,F,CZ,2006,12.5,
dataflow,ESTAT:YTH_EMPL_110(1.0),A,Y15-29,PC,F,CZ,2007,8.4,
dataflow,ESTAT:YTH_EMPL_110(1.0),A,Y15-29,PC,F,CZ,2008,7.0,
dataflow,ESTAT:YTH_EMPL_110(1.0),A,Y15-29,PC,F,CZ,2009,12.2,
dataflow,ESTAT:YTH_EMPL_110(1.0),A,Y15-29,PC,F,CZ,2010,13.5,
dataflow,ESTAT:YTH_EMPL_110(1.0),A,Y15-29,PC,F,CZ,2011,12.6,b
dataflow,ESTAT:YTH_EMPL_110(1.0),A,Y15-29,PC,F,CZ,2012,13.5,
dataflow,ESTAT:YTH_EMPL_110(1.0),A,Y15-29,PC,F,CZ,2013,12.6,
dataflow,ESTAT:YTH_EMPL_110(1.0),A,Y15-29,PC,F,CZ,2014,11.7,
dataflow,ESTAT:YTH_EMPL_110(1.0),A,Y15-29,PC,F,CZ,2015,10.1,
dataflow,ESTAT:YTH_EMPL_110(1.0),A,Y15-29,PC,F,CZ,2016,8.9,
dataflow,ESTAT:YTH_EMPL_110(1.0),A,Y15-29,PC,F,CZ,2017,5.9,
dataflow,ESTAT:YTH_EMPL_110(1.0),A,Y15-29,PC,F,CZ,2018,5.1,
dataflow,ESTAT:YTH_EMPL_110(1.0),A,Y15-29,PC,F,CZ,2019,4.1,
dataflow,ESTAT:YTH_EMPL_110(1.0),A,Y15-29,PC,F,CZ,2020,6.3,
dataflow,ESTAT:YTH_EMPL_110(1.0),A,Y15-29,PC,F,CZ,2021,6.4,b
dataflow,ESTAT:YTH_EMPL_110(1.0),A,Y15-29,PC,F,CZ,2022,5.3,
dataflow,ESTAT:YTH_EMPL_110(1.0),A,Y15-29,PC,F,DE,1999,7.6,
dataflow,ESTAT:YTH_EMPL_110(1.0),A,Y15-29,PC,F,DE,2000,6.9,
dataflow,ESTAT:YTH_EMPL_110(1.0),A,Y15-29,PC,F,DE,2001,6.4,
dataflow,ESTAT:YTH_EMPL_110(1.0),A,Y15-29,PC,F,DE,2002,7.0,
dataflow,ESTAT:YTH_EMPL_110(1.0),A,Y15-29,PC,F,DE,2003,8.2,
dataflow,ESTAT:YTH_EMPL_110(1.0),A,Y15-29,PC,F,DE,2004,9.7,
dataflow,ESTAT:YTH_EMPL_110(1.0),A,Y15-29,PC,F,DE,2005,12.8,b
dataflow,ESTAT:YTH_EMPL_110(1.0),A,Y15-29,PC,F,DE,2006,11.7,b
dataflow,ESTAT:YTH_EMPL_110(1.0),A,Y15-29,PC,F,DE,2007,10.3,
dataflow,ESTAT:YTH_EMPL_110(1.0),A,Y15-29,PC,F,DE,2008,9.0,
dataflow,ESTAT:YTH_EMPL_110(1.0),A,Y15-29,PC,F,DE,2009,8.9,
dataflow,ESTAT:YTH_EMPL_110(1.0),A,Y15-29,PC,F,DE,2010,7.9,b
dataflow,ESTAT:YTH_EMPL_110(1.0),A,Y15-29,PC,F,DE,2011,6.9,b
dataflow,ESTAT:YTH_EMPL_110(1.0),A,Y15-29,PC,F,DE,2012,6.6,b
dataflow,ESTAT:YTH_EMPL_110(1.0),A,Y15-29,PC,F,DE,2013,6.5,
dataflow,ESTAT:YTH_EMPL_110(1.0),A,Y15-29,PC,F,DE,2014,6.2,
dataflow,ESTAT:YTH_EMPL_110(1.0),A,Y15-29,PC,F,DE,2015,5.7,
dataflow,ESTAT:YTH_EMPL_110(1.0),A,Y15-29,PC,F,DE,2016,5.3,
dataflow,ESTAT:YTH_EMPL_110(1.0),A,Y15-29,PC,F,DE,2017,4.9,
dataflow,ESTAT:YTH_EMPL_110(1.0),A,Y15-29,PC,F,DE,2018,4.4,
dataflow,ESTAT:YTH_EMPL_110(1.0),A,Y15-29,PC,F,DE,2019,4.1,
dataflow,ESTAT:YTH_EMPL_110(1.0),A,Y15-29,PC,F,DE,2020,5.5,b
dataflow,ESTAT:YTH_EMPL_110(1.0),A,Y15-29,PC,F,DE,2021,5.4,b
dataflow,ESTAT:YTH_EMPL_110(1.0),A,Y15-29,PC,F,DE,2022,4.5,
dataflow,ESTAT:YTH_EMPL_110(1.0),A,Y15-29,PC,F,DK,1999,8.9,
dataflow,ESTAT:YTH_EMPL_110(1.0),A,Y15-29,PC,F,DK,2000,7.2,
dataflow,ESTAT:YTH_EMPL_110(1.0),A,Y15-29,PC,F,DK,2001,7.0,
dataflow,ESTAT:YTH_EMPL_110(1.0),A,Y15-29,PC,F,DK,2002,5.4,
dataflow,ESTAT:YTH_EMPL_110(1.0),A,Y15-29,PC,F,DK,2003,9.4,
dataflow,ESTAT:YTH_EMPL_110(1.0),A,Y15-29,PC,F,DK,2004,6.9,
dataflow,ESTAT:YTH_EMPL_110(1.0),A,Y15-29,PC,F,DK,2005,7.2,b
dataflow,ESTAT:YTH_EMPL_110(1.0),A,Y15-29,PC,F,DK,2006,6.9,
dataflow,ESTAT:YTH_EMPL_110(1.0),A,Y15-29,PC,F,DK,2007,6.5,
dataflow,ESTAT:YTH_EMPL_110(1.0),A,Y15-29,PC,F,DK,2008,7.9,b
dataflow,ESTAT:YTH_EMPL_110(1.0),A,Y15-29,PC,F,DK,2009,9.9,
dataflow,ESTAT:YTH_EMPL_110(1.0),A,Y15-29,PC,F,DK,2010,12.1,
dataflow,ESTAT:YTH_EMPL_110(1.0),A,Y15-29,PC,F,DK,2011,13.7,
dataflow,ESTAT:YTH_EMPL_110(1.0),A,Y15-29,PC,F,DK,2012,13.4,
dataflow,ESTAT:YTH_EMPL_110(1.0),A,Y15-29,PC,F,DK,2013,12.8,
dataflow,ESTAT:YTH_EMPL_110(1.0),A,Y15-29,PC,F,DK,2014,11.9,
dataflow,ESTAT:YTH_EMPL_110(1.0),A,Y15-29,PC,F,DK,2015,10.7,
dataflow,ESTAT:YTH_EMPL_110(1.0),A,Y15-29,PC,F,DK,2016,10.9,b
dataflow,ESTAT:YTH_EMPL_110(1.0),A,Y15-29,PC,F,DK,2017,11.2,b
dataflow,ESTAT:YTH_EMPL_110(1.0),A,Y15-29,PC,F,DK,2018,9.3,
dataflow,ESTAT:YTH_EMPL_110(1.0),A,Y15-29,PC,F,DK,2019,9.7,
dataflow,ESTAT:YTH_EMPL_110(1.0),A,Y15-29,PC,F,DK,2020,10.8,
dataflow,ESTAT:YTH_EMPL_110(1.0),A,Y15-29,PC,F,DK,2021,9.5,b
dataflow,ESTAT:YTH_EMPL_110(1.0),A,Y15-29,PC,F,DK,2022,8.6,
dataflow,ESTAT:YTH_EMPL_110(1.0),A,Y15-29,PC,F,EE,1999,16.3,
dataflow,ESTAT:YTH_EMPL_110(1.0),A,Y15-29,PC,F,EE,2000,14.8,bu
dataflow,ESTAT:YTH_EMPL_110(1.0),A,Y15-29,PC,F,EE,2001,19.3,
dataflow,ESTAT:YTH_EMPL_110(1.0),A,Y15-29,PC,F,EE,2002,17.1,
dataflow,ESTAT:YTH_EMPL_110(1.0),A,Y15-29,PC,F,EE,2003,19.8,
dataflow,ESTAT:YTH_EMPL_110(1.0),A,Y15-29,PC,F,EE,2004,16.7,
dataflow,ESTAT:YTH_EMPL_110(1.0),A,Y15-29,PC,F,EE,2005,10.9,b
dataflow,ESTAT:YTH_EMPL_110(1.0),A,Y15-29,PC,F,EE,2006,9.3,
dataflow,ESTAT:YTH_EMPL_110(1.0),A,Y15-29,PC,F,EE,2007,6.5,
dataflow,ESTAT:YTH_EMPL_110(1.0),A,Y15-29,PC,F,EE,2008,9.5,
dataflow,ESTAT:YTH_EMPL_110(1.0),A,Y15-29,PC,F,EE,2009,16.7,
dataflow,ESTAT:YTH_EMPL_110(1.0),A,Y15-29,PC,F,EE,2010,22.7,
dataflow,ESTAT:YTH_EMPL_110(1.0),A,Y15-29,PC,F,EE,2011,17.1,
dataflow,ESTAT:YTH_EMPL_110(1.0),A,Y15-29,PC,F,EE,2012,15.0,
dataflow,ESTAT:YTH_EMPL_110(1.0),A,Y15-29,PC,F,EE,2013,14.3,
dataflow,ESTAT:YTH_EMPL_110(1.0),A,Y15-29,PC,F,EE,2014,9.9,
dataflow,ESTAT:YTH_EMPL_110(1.0),A,Y15-29,PC,F,EE,2015,9.7,
dataflow,ESTAT:YTH_EMPL_110(1.0),A,Y15-29,PC,F,EE,2016,8.8,
dataflow,ESTAT:YTH_EMPL_110(1.0),A,Y15-29,PC,F,EE,2017,7.8,
dataflow,ESTAT:YTH_EMPL_110(1.0),A,Y15-29,PC,F,EE,2018,7.6,
dataflow,ESTAT:YTH_EMPL_110(1.0),A,Y15-29,PC,F,EE,2019,9.2,
dataflow,ESTAT:YTH_EMPL_110(1.0),A,Y15-29,PC,F,EE,2020,14.1,
dataflow,ESTAT:YTH_EMPL_110(1.0),A,Y15-29,PC,F,EE,2021,10.3,b
dataflow,ESTAT:YTH_EMPL_110(1.0),A,Y15-29,PC,F,EE,2022,10.0,
dataflow,ESTAT:YTH_EMPL_110(1.0),A,Y15-29,PC,F,EL,1999,32.9,
dataflow,ESTAT:YTH_EMPL_110(1.0),A,Y15-29,PC,F,EL,2000,31.3,
dataflow,ESTAT:YTH_EMPL_110(1.0),A,Y15-29,PC,F,EL,2001,28.5,b
dataflow,ESTAT:YTH_EMPL_110(1.0),A,Y15-29,PC,F,EL,2002,28.1,
dataflow,ESTAT:YTH_EMPL_110(1.0),A,Y15-29,PC,F,EL,2003,26.4,
dataflow,ESTAT:YTH_EMPL_110(1.0),A,Y15-29,PC,F,EL,2004,27.2,b
dataflow,ESTAT:YTH_EMPL_110(1.0),A,Y15-29,PC,F,EL,2005,26.4,b
dataflow,ESTAT:YTH_EMPL_110(1.0),A,Y15-29,PC,F,EL,2006,24.9,
dataflow,ESTAT:YTH_EMPL_110(1.0),A,Y15-29,PC,F,EL,2007,23.6,
dataflow,ESTAT:YTH_EMPL_110(1.0),A,Y15-29,PC,F,EL,2008,21.1,
dataflow,ESTAT:YTH_EMPL_110(1.0),A,Y15-29,PC,F,EL,2009,23.9,b
dataflow,ESTAT:YTH_EMPL_110(1.0),A,Y15-29,PC,F,EL,2010,29.5,
dataflow,ESTAT:YTH_EMPL_110(1.0),A,Y15-29,PC,F,EL,2011,39.9,
dataflow,ESTAT:YTH_EMPL_110(1.0),A,Y15-29,PC,F,EL,2012,48.0,
dataflow,ESTAT:YTH_EMPL_110(1.0),A,Y15-29,PC,F,EL,2013,52.4,
dataflow,ESTAT:YTH_EMPL_110(1.0),A,Y15-29,PC,F,EL,2014,48.4,
dataflow,ESTAT:YTH_EMPL_110(1.0),A,Y15-29,PC,F,EL,2015,45.7,
dataflow,ESTAT:YTH_EMPL_110(1.0),A,Y15-29,PC,F,EL,2016,43.9,
dataflow,ESTAT:YTH_EMPL_110(1.0),A,Y15-29,PC,F,EL,2017,41.6,
dataflow,ESTAT:YTH_EMPL_110(1.0),A,Y15-29,PC,F,EL,2018,37.4,
dataflow,ESTAT:YTH_EMPL_110(1.0),A,Y15-29,PC,F,EL,2019,32.1,
dataflow,ESTAT:YTH_EMPL_110(1.0),A,Y15-29,PC,F,EL,2020,32.3,
dataflow,ESTAT:YTH_EMPL_110(1.0),A,Y15-29,PC,F,EL,2021,32.9,b
dataflow,ESTAT:YTH_EMPL_110(1.0),A,Y15-29,PC,F,EL,2022,29.2,
dataflow,ESTAT:YTH_EMPL_110(1.0),A,Y15-29,PC,F,ES,1999,31.4,
dataflow,ESTAT:YTH_EMPL_110(1.0),A,Y15-29,PC,F,ES,2000,26.7,
dataflow,ESTAT:YTH_EMPL_110(1.0),A,Y15-29,PC,F,ES,2001,21.2,b
dataflow,ESTAT:YTH_EMPL_110(1.0),A,Y15-29,PC,F,ES,2002,22.3,
dataflow,ESTAT:YTH_EMPL_110(1.0),A,Y15-29,PC,F,ES,2003,21.6,
dataflow,ESTAT:YTH_EMPL_110(1.0),A,Y15-29,PC,F,ES,2004,20.6,
dataflow,ESTAT:YTH_EMPL_110(1.0),A,Y15-29,PC,F,ES,2005,17.6,b
dataflow,ESTAT:YTH_EMPL_110(1.0),A,Y15-29,PC,F,ES,2006,16.4,b
dataflow,ESTAT:YTH_EMPL_110(1.0),A,Y15-29,PC,F,ES,2007,15.4,
dataflow,ESTAT:YTH_EMPL_110(1.0),A,Y15-29,PC,F,ES,2008,18.5,
dataflow,ESTAT:YTH_EMPL_110(1.0),A,Y15-29,PC,F,ES,2009,26.6,
dataflow,ESTAT:YTH_EMPL_110(1.0),A,Y15-29,PC,F,ES,2010,30.0,
dataflow,ESTAT:YTH_EMPL_110(1.0),A,Y15-29,PC,F,ES,2011,33.0,
dataflow,ESTAT:YTH_EMPL_110(1.0),A,Y15-29,PC,F,ES,2012,38.3,
dataflow,ESTAT:YTH_EMPL_110(1.0),A,Y15-29,PC,F,ES,2013,41.1,
dataflow,ESTAT:YTH_EMPL_110(1.0),A,Y15-29,PC,F,ES,2014,39.1,
dataflow,ESTAT:YTH_EMPL_110(1.0),A,Y15-29,PC,F,ES,2015,36.1,
dataflow,ESTAT:YTH_EMPL_110(1.0),A,Y15-29,PC,F,ES,2016,33.8,
dataflow,ESTAT:YTH_EMPL_110(1.0),A,Y15-29,PC,F,ES,2017,29.4,
dataflow,ESTAT:YTH_EMPL_110(1.0),A,Y15-29,PC,F,ES,2018,26.2,
dataflow,ESTAT:YTH_EMPL_110(1.0),A,Y15-29,PC,F,ES,2019,25.4,
dataflow,ESTAT:YTH_EMPL_110(1.0),A,Y15-29,PC,F,ES,2020,29.9,
dataflow,ESTAT:YTH_EMPL_110(1.0),A,Y15-29,PC,F,ES,2021,27.2,bd
dataflow,ESTAT:YTH_EMPL_110(1.0),A,Y15-29,PC,F,ES,2022,23.1,d
dataflow,ESTAT:YTH_EMPL_110(1.0),A,Y15-29,PC,F,FI,1999,24.6,
dataflow,ESTAT:YTH_EMPL_110(1.0),A,Y15-29,PC,F,FI,2000,23.4,b
dataflow,ESTAT:YTH_EMPL_110(1.0),A,Y15-29,PC,F,FI,2001,21.6,
dataflow,ESTAT:YTH_EMPL_110(1.0),A,Y15-29,PC,F,FI,2002,21.3,
dataflow,ESTAT:YTH_EMPL_110(1.0),A,Y15-29,PC,F,FI,2003,21.0,
dataflow,ESTAT:YTH_EMPL_110(1.0),A,Y15-29,PC,F,FI,2004,20.7,
dataflow,ESTAT:YTH_EMPL_110(1.0),A,Y15-29,PC,F,FI,2005,15.1,b
dataflow,ESTAT:YTH_EMPL_110(1.0),A,Y15-29,PC,F,FI,2006,14.3,
dataflow,ESTAT:YTH_EMPL_110(1.0),A,Y15-29,PC,F,FI,2007,12.7,b
dataflow,ESTAT:YTH_EMPL_110(1.0),A,Y15-29,PC,F,FI,2008,12.0,b
dataflow,ESTAT:YTH_EMPL_110(1.0),A,Y15-29,PC,F,FI,2009,14.7,
dataflow,ESTAT:YTH_EMPL_110(1.0),A,Y15-29,PC,F,FI,2010,14.2,
dataflow,ESTAT:YTH_EMPL_110(1.0),A,Y15-29,PC,F,FI,2011,13.9,
dataflow,ESTAT:YTH_EMPL_110(1.0),A,Y15-29,PC,F,FI,2012,13.7,
dataflow,ESTAT:YTH_EMPL_110(1.0),A,Y15-29,PC,F,FI,2013,13.7,
dataflow,ESTAT:YTH_EMPL_110(1.0),A,Y15-29,PC,F,FI,2014,14.5,
dataflow,ESTAT:YTH_EMPL_110(1.0),A,Y15-29,PC,F,FI,2015,16.2,
dataflow,ESTAT:YTH_EMPL_110(1.0),A,Y15-29,PC,F,FI,2016,14.8,
dataflow,ESTAT:YTH_EMPL_110(1.0),A,Y15-29,PC,F,FI,2017,14.8,
dataflow,ESTAT:YTH_EMPL_110(1.0),A,Y15-29,PC,F,FI,2018,12.9,
dataflow,ESTAT:YTH_EMPL_110(1.0),A,Y15-29,PC,F,FI,2019,11.4,
dataflow,ESTAT:YTH_EMPL_110(1.0),A,Y15-29,PC,F,FI,2020,14.5,
dataflow,ESTAT:YTH_EMPL_110(1.0),A,Y15-29,PC,F,FI,2021,12.3,b
dataflow,ESTAT:YTH_EMPL_110(1.0),A,Y15-29,PC,F,FI,2022,11.1,
dataflow,ESTAT:YTH_EMPL_110(1.0),A,Y15-29,PC,F,FR,1999,21.8,
dataflow,ESTAT:YTH_EMPL_110(1.0),A,Y15-29,PC,F,FR,2000,17.9,
dataflow,ESTAT:YTH_EMPL_110(1.0),A,Y15-29,PC,F,FR,2001,17.0,
dataflow,ESTAT:YTH_EMPL_110(1.0),A,Y15-29,PC,F,FR,2002,16.3,
dataflow,ESTAT:YTH_EMPL_110(1.0),A,Y15-29,PC,F,FR,2003,14.8,b
dataflow,ESTAT:YTH_EMPL_110(1.0),A,Y15-29,PC,F,FR,2004,16.0,
